,sample_id,ancestry,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,label
492,TGG_1446,afr,0.0366676,0.0066651,0.0175016,-0.010003,-0.0160047,-0.00195524,-0.0310806,0.0510452,0.0357368,0.0139506,Inferred
493,TGG_1447,afr,0.0388272,0.00674997,0.0163622,-0.00687153,-0.0117226,-0.0433028,-0.0105667,-0.0190693,0.0448113,0.0194151,Inferred
494,TGG_1448,afr,0.0379658,0.00640276,0.0286336,-0.015988,-0.0226644,-0.0725062,-0.0158685,-0.0184443,0.0472177,-0.00843902,Inferred
495,TGG_1450,eas,-0.017907,0.0401414,0.0161718,-0.00905436,0.0127899,-0.0171317,-0.00773341,0.0359053,-0.00922587,0.00321734,Inferred
496,TGG_1454,eas,-0.0183182,0.0387096,0.0160012,-0.00589253,0.0184402,-0.0472035,-0.00928448,0.0393746,-0.0171227,-0.0148176,Inferred
497,TGG_1456,eas,-0.0177498,0.0371448,0.00706144,0.000686949,0.0206202,0.000666375,-0.00678921,0.036916,-0.0027356,0.0246291,Inferred
498,TGG_1459,eas,-0.0177973,0.0366145,0.0112931,-0.000704919,0.0125724,-0.00767298,-0.00852678,0.0365914,-0.00409201,0.0231073,Inferred
499,TGG_1461,eas,-0.0177263,0.0380068,0.0125216,-0.00362763,0.0153631,-0.0115188,-0.00858894,0.0493254,-0.00647884,0.028859,Inferred
500,TGG_1473,eas,-0.0182064,0.0377177,0.0149383,-0.00188962,0.0102332,-0.0210647,-0.00775177,0.0491942,-0.0105009,0.0121578,Inferred
501,TGG_1475,eas,-0.0177073,0.0383447,0.0118039,0.000363892,0.0210788,-0.0582852,0.00665578,-0.0205739,0.00257072,-0.0103418,Inferred
502,TGG_1482,eas,-0.0177771,0.0367108,0.00796356,0.00349771,0.0254154,-0.0617045,0.00601264,-0.0100917,0.00486046,0.00324566,Inferred
503,TGG_1485,eas,-0.0191272,0.0413866,0.0217494,-0.00871524,0.0126961,-0.0376399,-0.00623444,0.0396421,-0.0122726,-0.0216733,Inferred
504,TGG_1488,eas,-0.0175622,0.0375024,0.00386032,0.00218438,0.0204127,0.000676323,-0.00606575,0.0346648,-0.00544424,0.0280071,Inferred
505,TGG_1490,eas,-0.0174805,0.0369164,0.0098188,0.000459382,0.0178503,-0.0109581,-0.00945137,0.0486749,-0.00338839,0.0273485,Inferred
506,TGG_1493,eas,-0.0194087,0.0433626,0.0274209,-0.0131364,-0.00183159,-0.0245232,-0.00754436,0.032512,-0.0158922,-0.0151899,Inferred
507,TGG_1494,eas,-0.0184658,0.0400599,0.0252758,-0.0111174,0.00224159,-0.0258034,-0.00961455,0.0371194,-0.0144659,0.000986721,Inferred
508,TGG_1498,eas,-0.0175569,0.0371416,0.013575,-0.0016998,0.00627566,-0.0100111,-0.0104745,0.0395287,-0.0075161,0.0122824,Inferred
509,TGG_1501,eas,-0.0189049,0.0377792,0.0201931,-0.00330477,0.0154997,-0.101086,0.00935199,-0.0271482,0.00244406,-0.0354508,Inferred
510,TGG_1502,eas,-0.0164921,0.0355409,-0.0168419,0.0140877,0.0403505,0.00244372,-0.000448691,-0.00548108,-0.00161549,-0.00605127,Inferred
511,TGG_1504,eas,-0.0183934,0.0388712,0.0262596,-0.0100605,-0.0050318,-0.0294887,-0.00723826,0.0380524,-0.0120073,-0.0028002,Inferred
512,TGG_1505,eas,-0.0176576,0.0379735,0.0118241,-0.00512235,0.0138888,-0.0154326,-0.00924971,0.046133,-0.00576938,0.0238314,Inferred
513,TGG_1508,eas,-0.0163197,0.0327454,-0.0160527,0.015546,0.0410627,-0.000345516,-0.00333529,-0.000389158,-0.00386538,-0.00566456,Inferred
514,TGG_1509,eas,-0.0160576,0.0322764,-0.0154833,0.0164704,0.0395087,7.19517e-05,-0.00318818,0.00666015,-0.00170762,-0.00264067,Inferred
515,TGG_1517,eas,-0.0180869,0.0383866,0.0208236,-0.00395246,0.0186907,-0.101218,0.010798,-0.0285734,0.00556167,-0.0314328,Inferred
516,TGG_1518,eas,-0.0185755,0.0387933,0.0231169,-0.00423289,0.00300322,-0.0183576,-0.00805076,0.0463776,-0.0118257,0.00350512,Inferred
517,TGG_1521,eas,-0.0168238,0.0334411,-0.0170811,0.0162618,0.0372486,-0.000563833,-0.00146805,0.00167287,0.000216521,-0.00302803,Inferred
518,TGG_1525,eas,-0.0166923,0.0333993,-0.0160362,0.0118275,0.0398476,0.00200758,-0.00290916,0.00179276,-0.000545138,-0.00747491,Inferred
519,TGG_1526,eas,-0.0163659,0.0338724,-0.0157483,0.0162615,0.0384068,0.00151084,0.00142508,-0.00360545,0.00069972,-0.00679632,Inferred
520,TGG_1532,eas,-0.0159086,0.0320702,-0.0151521,0.0172674,0.0391187,0.00354471,-0.00109014,-0.000393773,0.000140335,-0.00623095,Inferred
521,TGG_1533,eas,-0.0159503,0.0337508,-0.0155868,0.0114969,0.0407518,0.00289684,-0.00165109,-0.00204481,-0.000670164,-0.00606763,Inferred
522,TGG_1536,afr,0.0371957,0.00827578,0.0238147,-0.0161498,-0.02347,-0.00390326,-0.0410327,0.06105,0.0367442,0.0466226,Inferred
523,TGG_1537,afr,0.0392832,0.00610773,0.00308764,-0.00277764,-0.00864393,0.0158413,-0.0245128,0.0104189,0.0429214,0.00200003,Inferred
524,TGG_1538,afr,0.0385348,0.00830427,0.0351065,-0.0158228,-0.0236347,-0.0850487,-0.016262,-0.0121147,0.0373783,-0.00596688,Inferred
525,TGG_1544,afr,0.0400634,0.00473946,-0.00275172,-0.00241945,-2.29022e-05,0.00850975,-0.0260994,0.0143725,0.028175,-0.0135761,Inferred
526,TGG_1548,afr,0.0396831,0.00366243,-1.70482e-05,0.00106583,0.0017578,0.0043809,-0.0285729,0.00947488,0.0251871,-0.0171085,Inferred
527,TGG_1551,eas,-0.0175543,0.0374145,0.0118048,-0.00151372,0.013958,-0.0124223,-0.00979652,0.0541489,-0.0096742,0.0329069,Inferred
528,TGG_1552,eas,-0.0183295,0.0360563,0.00827666,-0.00369898,0.0144234,-0.00780228,-0.0107047,0.0451494,-0.00369537,0.0229626,Inferred
529,TGG_1553,eas,-0.0175074,0.0371042,0.00917525,0.000808341,0.0202805,-0.0112624,-0.0102413,0.044983,-0.00576571,0.0248717,Inferred
530,TGG_1554,eas,-0.017215,0.0361971,0.0114223,-0.000645805,0.0131115,-0.0147915,-0.0101887,0.0505769,-0.00763887,0.0217119,Inferred
531,TGG_1555,eas,-0.0162433,0.032758,-0.0171825,0.0149631,0.0422475,-0.00209207,-0.00519809,0.00584389,-0.00470897,-0.00296912,Inferred
532,TGG_1562,eas,-0.0161258,0.0315621,-0.0187259,0.0160573,0.0399656,-0.00483638,-0.00224535,0.00771902,-0.002219,-0.00163373,Inferred
533,TGG_1563,eas,-0.0163952,0.0316242,-0.0176691,0.0153626,0.0411071,-0.00479342,-0.00198838,0.00501158,-0.00207943,-0.00241584,Inferred
534,TGG_1564,eas,-0.0161816,0.0322885,-0.0184685,0.0204638,0.0379436,-0.00410567,-0.00357978,0.00777944,-0.0015928,0.000321295,Inferred
535,TGG_1565,eas,-0.0164947,0.0328935,-0.018661,0.0127947,0.0406865,-0.00142211,0.000117955,0.00421623,0.000375083,0.00162531,Inferred
536,TGG_1568,eas,-0.0166227,0.0341704,-0.0156472,0.0187958,0.0418129,-0.00198451,-0.00242293,0.0135438,0.000146737,0.000527197,Inferred
537,TGG_1570,eas,-0.0162291,0.0315353,-0.016792,0.0187792,0.0346743,-0.00294622,-0.00196574,0.013908,0.00504448,0.00461353,Inferred
538,TGG_1574,eas,-0.0165165,0.0333917,-0.0138585,0.0145026,0.0331609,-0.00537737,0.000305651,0.00912899,0.00588862,0.0169097,Inferred
539,TGG_1576,eas,-0.0161183,0.0338298,-0.0163213,0.0152656,0.0380982,-0.00344158,-0.00433447,0.0110777,0.00251611,0.00245011,Inferred
540,TGG_1580,eas,-0.0163469,0.0324617,-0.0182123,0.0172146,0.0387994,-0.00186151,-0.00233832,0.00381562,-0.00102849,-0.000453161,Inferred
541,TGG_1582,eas,-0.0164368,0.0326194,-0.0153485,0.0171347,0.038373,0.000300215,-0.00389368,0.013237,-0.000630618,0.00402166,Inferred
542,TGG_1583,eas,-0.0161691,0.0333041,-0.017731,0.015916,0.0426009,-0.00329937,-0.00378781,0.00487726,-0.0039522,-0.00245244,Inferred
543,TGG_1584,eas,-0.016647,0.0333087,-0.0180797,0.0169735,0.039303,-0.00304573,-0.00506062,0.010133,-0.00436157,-0.00357175,Inferred
544,TGG_1587,eas,-0.0166679,0.0331122,-0.0171025,0.0185441,0.0428327,-0.00338134,-0.00391717,0.0105428,-0.000825291,0.000489183,Inferred
545,TGG_1589,eas,-0.0163148,0.0331339,-0.0173003,0.017351,0.0416002,-0.0019947,-0.00341037,0.00534687,-0.00141577,-0.00201639,Inferred
546,TGG_1590,eas,-0.0159801,0.0315597,-0.017335,0.015795,0.0419072,-0.00236897,-0.00200513,0.00431901,-0.00452334,-0.00255565,Inferred
547,TGG_1591,eas,-0.0164265,0.0318524,-0.0155866,0.0173643,0.036217,0.00180009,-0.00287339,0.0125147,0.00501631,-0.00463747,Inferred
548,TGG_1593,eas,-0.016347,0.0330147,-0.0167749,0.0188743,0.0413716,-0.00193541,-0.000594531,0.00497788,-0.00212718,-0.00153064,Inferred
549,TGG_1596,afr,0.0351777,0.00138068,-0.00350918,-0.000211183,0.0084327,0.00278616,-0.0478204,-0.0266607,-0.0856215,0.0127981,Inferred
550,TGG_1598,afr,0.0353438,0.0031243,-0.00218253,-0.000825209,-0.00251452,-0.00353496,-0.0200653,-0.0414724,-0.06101,0.0834471,Inferred
551,TGG_1600,afr,0.035024,0.00309334,-0.00217174,-0.00202983,0.00324356,-0.00351889,-0.0225502,-0.0455346,-0.0720045,0.078363,Inferred
552,TGG_1602,afr,0.0347265,0.00198797,-0.00381943,0.00157231,0.00737579,0.00155395,-0.0539845,-0.0338638,-0.0918604,0.0118305,Inferred
553,TGG_1610,eas,-0.0174302,0.0364774,0.0173256,-0.00240926,0.0200284,-0.0887428,0.0063411,-0.0109401,0.00124505,-0.0135317,Inferred
554,TGG_1611,eas,-0.0174769,0.0352307,0.014267,0.00283311,0.0173298,-0.0720285,0.00531217,-0.0121933,0.0052393,-0.00683619,Inferred
555,TGG_1612,eas,-0.0174293,0.0364658,0.0109914,0.0026008,0.0219692,-0.0764722,0.0100663,-0.0221317,0.0083963,-0.00453387,Inferred
556,TGG_1618,eas,-0.0161082,0.0342634,-0.0165701,0.0167263,0.0382754,-0.00107234,-0.0028914,0.0115182,0.00250216,0.00183978,Inferred
557,TGG_1620,eas,-0.0164575,0.0313896,-0.0186188,0.0164419,0.0337746,-0.00245122,-0.00342291,0.00856898,0.0049834,0.00366094,Inferred
558,TGG_1624,eas,-0.0162933,0.0323676,-0.0182355,0.0167591,0.0366853,-0.00282374,-0.00367223,0.0105148,0.00417875,0.00271018,Inferred
559,TGG_1627,eas,-0.0177216,0.03725,0.0109372,0.00245002,0.0123874,-0.0141999,-0.00822303,0.0428821,-0.00513786,0.0223096,Inferred
560,TGG_1628,eas,-0.0160629,0.0331888,-0.0152233,0.0128073,0.0331582,0.00253978,0.00475112,0.0122472,0.00834129,0.0117028,Inferred
561,TGG_1630,afr,0.0401083,0.00429597,-0.00310813,0.00109498,0.002049,0.00249284,-0.0334862,0.00366653,0.0042257,-0.0238466,Inferred
562,TGG_1631,afr,0.0396703,0.00548101,-0.000671536,0.00161186,0.00333549,0.000194561,-0.0270374,0.0119592,0.031173,-0.0181497,Inferred
563,TGG_1632,afr,0.0406953,0.00412069,-0.00262215,0.000653688,0.0045989,0.00376377,-0.0268486,0.00252077,0.0173206,-0.0178209,Inferred
564,TGG_1633,afr,0.0381318,0.00721556,0.0335921,-0.0161465,-0.024162,-0.0875197,-0.0155347,-0.0153389,0.0317678,-0.0168413,Inferred
565,TGG_1636,afr,0.03987,0.00418252,-0.00147679,0.000986238,0.00530851,0.00248082,-0.0357972,-0.00352443,0.0220122,-0.00854964,Inferred
566,TGG_1637,afr,0.0376322,0.00851988,0.0236737,-0.0139291,-0.0225368,-0.00141058,-0.0361494,0.0578903,0.0246095,0.0358317,Inferred
567,TGG_1638,afr,0.0389875,0.00397904,-0.000898223,0.00208917,0.00757031,0.00613351,-0.0319908,-0.00389667,0.0262961,-0.0114207,Inferred
568,TGG_1642,afr,0.0368282,0.00820541,0.0232406,-0.0150709,-0.0260199,-0.00480053,-0.0363285,0.0564629,0.00969405,0.0427936,Inferred
569,TGG_1646,afr,0.0386151,0.00422019,-0.000724072,-0.000446664,0.00390595,0.00396004,-0.0263535,0.0115723,0.0410548,-0.0206984,Inferred
570,TGG_1647,afr,0.0387809,0.00509169,-0.000582889,-0.000567526,0.00158944,0.00689577,-0.0199673,0.0145339,0.0331371,-0.0187717,Inferred
571,TGG_1648,afr,0.0384476,0.00411397,0.000914298,0.00182326,0.00400725,0.00507322,-0.0374194,0.00717135,0.0339905,-0.00671686,Inferred
572,TGG_1650,afr,0.0393704,0.00481446,0.0028323,0.00226546,0.00360253,0.00306155,-0.0378402,0.00667681,0.0452772,0.00409473,Inferred
573,TGG_1654,afr,0.0383253,0.00756303,0.0187438,-0.0101891,-0.0204854,0.000507341,-0.0315207,0.0529078,0.0383277,0.0484855,Inferred
574,TGG_1657,afr,0.0392795,0.00489821,-0.000717213,0.000961906,0.00256496,0.00424087,-0.0367583,0.00485469,0.034487,-0.0032548,Inferred
575,TGG_1658,afr,0.0399789,0.0043903,0.000531108,0.00241488,0.0025554,0.00321322,-0.0396746,0.00446897,0.0246558,0.00594772,Inferred
576,TGG_1659,afr,0.0388631,0.00429025,-0.000806177,0.00226328,0.00348968,0.00237232,-0.0348112,0.00737266,0.0296961,-0.0161886,Inferred
577,TGG_1664,afr,0.0375229,0.00837183,0.0350404,-0.012792,-0.025512,-0.0704024,-0.018642,-0.0147984,0.039679,-0.00110046,Inferred
578,TGG_1668,afr,0.0401663,0.00502031,-0.00110271,0.000765486,0.00429271,0.00351249,-0.0401384,0.0023499,0.0248215,-0.0277307,Inferred
579,TGG_1673,afr,0.0349354,0.00143828,-0.00203019,0.00050699,0.0095122,0.00338232,-0.0525256,-0.0331555,-0.0883443,0.0234419,Inferred
580,TGG_1679,afr,0.0338656,0.00303102,-0.00295127,-0.000427966,0.00516601,0.000559508,-0.0493523,-0.0324504,-0.0952178,0.0282994,Inferred
581,TGG_1681,afr,0.0337742,0.0033926,-0.00143278,0.000365987,0.00410467,-0.00101581,-0.0524624,-0.0285497,-0.0774414,0.0328558,Inferred
582,TGG_1687,afr,0.0341653,0.00209013,-0.00384401,0.000900977,0.00829391,0.00426636,-0.0561827,-0.0371657,-0.100083,0.0182911,Inferred
583,TGG_1688,afr,0.0343037,0.00285972,-0.00333907,-0.000866325,0.00964002,0.00186447,-0.0520017,-0.0362288,-0.0814377,0.0148449,Inferred
584,TGG_1690,afr,0.0341928,0.00274132,-0.00462704,0.000955796,0.00637121,0.00160956,-0.0637118,-0.0399836,-0.114763,0.0301384,Inferred
585,TGG_1692,afr,0.0357584,0.00238647,-0.00380742,6.917e-05,0.00729985,0.00370066,-0.0580638,-0.0276843,-0.102124,0.00989377,Inferred
586,TGG_1699,afr,0.034609,0.00283042,-0.00324179,0.00284499,0.00550664,0.000981037,-0.0561406,-0.0293199,-0.0881395,0.0231783,Inferred
587,TGG_1706,afr,0.0353702,0.00155249,-0.00207394,0.00194818,0.008705,0.00368129,-0.0504338,-0.03289,-0.102325,0.0116185,Inferred
588,TGG_1711,afr,0.033967,0.00198025,-0.00350695,0.00234997,0.00644358,0.00288352,-0.0433209,-0.0319167,-0.085723,0.00776099,Inferred
589,TGG_1716,afr,0.0337041,0.0028555,-0.0027772,0.00164244,0.00507253,-0.00371122,-0.0503977,-0.0421829,-0.0634966,0.0434825,Inferred
590,TGG_1717,afr,0.0343445,0.0026065,-0.0029538,0.00256302,0.00829476,0.00348337,-0.0550959,-0.0345173,-0.0957108,0.021467,Inferred
591,TGG_1719,afr,0.0342837,0.00267726,-0.00207554,0.000990857,0.00410822,0.0037397,-0.0412331,-0.0170954,-0.0690904,0.0144888,Inferred
592,TGG_1720,afr,0.0349782,0.00226606,-0.00357951,0.00196094,0.00659586,0.00462099,-0.0548244,-0.0278321,-0.100683,0.00414487,Inferred
593,TGG_1731,amr,-0.0120486,-0.016711,0.0161938,0.0236808,-0.0108741,-0.0298613,0.00926824,-0.0209599,0.00689792,0.007312,Inferred
594,TGG_1734,amr,-0.012321,-0.00335038,0.0121756,0.0534877,-0.0306486,-0.0392095,0.00819724,-0.0204374,0.00279687,0.00763688,Inferred
595,TGG_1736,amr,-0.0124956,-0.00700834,0.0107025,0.0468821,-0.0270928,-0.0353228,0.00841064,-0.0173608,0.00490135,0.0106397,Inferred
596,TGG_1745,amr,-0.0133542,-0.00760729,0.0124446,0.0432702,-0.0278267,-0.0366049,0.00970362,-0.0236355,0.00605748,0.00821065,Inferred
597,TGG_1751,afr,0.022412,-0.00526841,0.0177993,-0.00359853,-0.00404078,-0.0398181,-0.00495112,-0.033875,0.00641112,0.0212595,Inferred
598,TGG_1752,afr,0.0302048,0.000469303,0.0147809,-0.00502128,-0.00528889,-0.0364024,0.0111649,-0.0165299,0.0190316,0.0105476,Inferred
599,TGG_1753,afr,0.0310751,0.00160587,0.014907,-0.00596908,-0.00660669,-0.0372899,0.00565132,-0.0211611,0.004715,0.0071575,Inferred
600,TGG_1756,amr,-0.0135939,-0.00365797,0.00900555,0.055614,-0.0347396,-0.0376174,0.00873833,-0.0228931,0.00497545,0.00762547,Inferred
601,TGG_1757,amr,-0.0119206,-0.0092574,0.0126946,0.0402857,-0.0199418,-0.0332015,0.0102124,-0.0228538,0.00945811,0.00439568,Inferred
602,TGG_1759,amr,-0.0126018,-0.00716383,0.0136568,0.045271,-0.0235165,-0.0338636,0.0065663,-0.0192503,0.00115362,0.00895887,Inferred
603,TGG_1761,amr,-0.0124786,-0.014092,0.0158841,0.0325838,-0.0144975,-0.0289852,0.010992,-0.0230714,0.00642586,0.00966362,Inferred
604,TGG_1762,amr,-0.0146797,-0.00312106,0.0110231,0.0593364,-0.0356763,-0.0363586,0.00728348,-0.0191077,0.00766436,0.00442519,Inferred
605,TGG_1764,amr,-0.0150013,0.00700324,-0.00953103,0.0944312,-0.0418399,-0.00685091,-0.00664768,0.0121221,-0.00464605,-0.00419612,Inferred
606,TGG_1765,amr,-0.0160131,0.00956864,-0.0110003,0.103159,-0.0539478,-0.00903097,-0.00777153,0.016365,-0.000536897,-0.00127852,Inferred
607,TGG_1766,amr,-0.0148522,0.00459894,-0.0108085,0.0923302,-0.0427035,-0.00503791,-0.00902443,0.00586099,-0.00679322,-0.00906064,Inferred
608,TGG_1768,amr,-0.0146697,0.00409691,-0.0100269,0.0897762,-0.0381585,-0.00351333,-0.00560531,0.000939994,-0.00722537,-0.0111421,Inferred
609,TGG_1771,amr,-0.0112762,-0.0152835,0.000595116,0.0361391,0.00131093,0.0104407,-0.00345816,0.00158148,0.00132754,-0.00736423,Inferred
610,TGG_1772,amr,-0.0118671,0.000242594,-0.00655136,0.0717379,-0.0274023,0.000114914,-0.00707138,0.0104703,1.43151e-05,-0.00725151,Inferred
611,TGG_1779,amr,-0.0107823,-0.0114959,-0.00124237,0.046357,-0.00971484,0.00191794,-0.00247855,-0.000952151,0.00361187,-0.00541876,Inferred
612,TGG_1782,amr,-0.0140094,0.00175163,-0.00203449,0.0786067,-0.0399726,2.68789e-06,-0.00277312,0.0108982,-0.000938939,0.00439833,Inferred
613,TGG_1786,amr,-0.0107896,-0.0156926,0.000387061,0.0329881,-0.00190033,0.00985505,0.0155563,-0.018989,0.00766246,0.024363,Inferred
614,TGG_1787,amr,-0.0105305,-0.00799731,-0.00531774,0.0581134,-0.0179951,0.00239168,-0.0035924,-0.000289708,-0.00707504,-0.0113733,Inferred
615,TGG_1791,afr,0.0289877,0.000733701,0.0162297,-0.00759443,-0.00755227,-0.0417229,-0.00950717,-0.0264126,0.0129029,0.0246669,Inferred
616,TGG_1799,afr,0.0331023,0.000972874,0.0175969,-0.00672458,-0.011272,-0.0399863,0.0036005,-0.0242122,0.0140951,0.00455184,Inferred
617,TGG_1800,afr,0.013639,-0.00439107,0.0148596,0.00595167,-0.00719579,-0.035761,0.00781522,-0.0183684,0.0111821,0.00933286,Inferred
618,TGG_1801,afr,0.0253944,-0.00509894,-0.00147883,0.00390777,0.00748821,0.00718475,-0.0215356,-0.00229807,-0.003436,-0.0135443,Inferred
619,TGG_1804,afr,0.0315026,-0.000230191,-0.00288224,0.00174347,0.00637639,0.00566459,-0.0202076,-0.00495714,-0.00693668,-0.00691031,Inferred
620,TGG_1806,afr,0.0329124,0.00106514,-0.000867431,0.00337398,0.00628554,0.00575078,-0.0100676,0.00755839,0.00722673,-0.019011,Inferred
621,TGG_1810,afr,0.0295468,-0.000872728,0.00160414,0.00176675,0.00868357,0.00992375,-0.0122243,0.0100485,0.00893079,-0.0178112,Inferred
622,TGG_1812,afr,0.0301143,-0.000884397,-0.000361907,0.00308874,0.00736619,0.00641393,-0.0189144,0.00373189,0.0124927,-0.017343,Inferred
623,TGG_1815,amr,-0.0146698,-0.00195827,-0.00511686,0.0635693,-0.0182228,8.41259e-05,-0.00145427,0.0103142,0.000723933,-0.00627332,Inferred
624,TGG_1823,afr,0.0269378,-0.00314941,0.00143071,0.00223476,0.0102778,0.00998271,-0.0227598,0.00103574,0.00271257,-0.00574773,Inferred
625,TGG_1824,afr,0.0291752,-0.000369074,-0.000494879,0.00302152,0.00740009,0.00509548,-0.00711244,0.0109332,0.00382013,-0.0144242,Inferred
626,TGG_1825,afr,0.0304926,-0.000378643,0.00193903,0.0020925,0.00315418,-0.000171431,-0.00667812,0.00902955,0.0168828,-0.00713826,Inferred
627,TGG_1836,nfe,-0.0116523,-0.0293959,0.00327604,0.0011332,0.0277462,0.020588,0.000511975,-0.0172014,-0.0022509,-0.0107603,Inferred
628,TGG_1840,nfe,-0.0116668,-0.0309563,0.00469056,0.00256412,0.0285882,0.0220562,0.000704722,-0.0167657,-0.00546795,-0.00854274,Inferred
629,TGG_1845,nfe,-0.0121431,-0.030013,0.00286731,0.000502093,0.0264991,0.0200882,-0.000110827,-0.0165381,-0.000544051,-0.0118222,Inferred
630,TGG_1847,nfe,-0.0122847,-0.0301441,0.00344709,0.00159996,0.0273174,0.0230816,-0.000877982,-0.0190134,-0.00155508,-0.00962287,Inferred
631,TGG_1849,nfe,-0.0122996,-0.0309856,0.0053624,0.00324535,0.0289246,0.0220756,-0.00192271,-0.0175104,0.000558805,-0.0100522,Inferred
632,TGG_1850,nfe,-0.012639,-0.0314888,0.00414003,0.00167036,0.027032,0.0223158,0.00124573,-0.0127696,-0.000358754,-0.0124809,Inferred
633,TGG_1851,nfe,-0.0119143,-0.0309531,0.00547075,0.00238523,0.0276865,0.0207309,-0.00104884,-0.0174211,-0.000196399,-0.0114519,Inferred
634,TGG_1856,nfe,-0.0128783,-0.0256876,0.019277,-0.0084321,0.00961996,0.0195758,-0.00148894,0.0168999,0.00122837,0.0195108,Inferred
635,TGG_1858,nfe,-0.0129618,-0.027716,0.0219986,-0.0112995,0.00847782,0.0193097,-0.00551903,0.0223578,0.000196571,0.0203949,Inferred
636,TGG_1859,nfe,-0.0128714,-0.0289498,0.0230202,-0.0108567,0.0092984,0.0193475,-0.00212953,0.0198761,0.00318479,0.024393,Inferred
637,TGG_1860,nfe,-0.0120676,-0.030534,0.00422846,-0.00242821,0.0221028,0.0162663,0.0177872,-0.0274272,0.00856497,0.0201029,Inferred
638,TGG_1863,nfe,-0.0131933,-0.0267779,0.0233525,-0.0112063,0.00851142,0.0199101,-0.000758845,0.0221082,-0.00451102,0.0251972,Inferred
639,TGG_1875,nfe,-0.0114096,-0.0291231,0.00255131,-0.000814888,0.021315,0.0225957,0.00163386,-0.011085,0.00791076,-0.00746192,Inferred
640,TGG_1876,nfe,-0.0129438,-0.0297507,0.0197653,-0.00708643,0.0153496,-0.018085,0.0119453,-0.030212,0.00911391,0.00429671,Inferred
641,TGG_1877,nfe,-0.0128505,-0.0289742,0.021216,-0.00901215,0.015584,-0.0194536,0.0133089,-0.0327776,0.0137607,0.00684828,Inferred
642,TGG_1880,nfe,-0.0124155,-0.0277206,0.021462,-0.00643393,0.0124281,-0.0200857,0.0131299,-0.0287833,0.00721416,0.0104229,Inferred
643,TGG_1881,nfe,-0.0123652,-0.0279246,0.0213315,-0.0104169,0.010628,-0.0250835,0.0140875,-0.0379009,0.0123015,0.00844474,Inferred
644,TGG_1883,nfe,-0.012505,-0.0285323,0.0178701,-0.00804338,0.0117636,-0.01693,0.0113493,-0.0279178,0.00903307,0.00789594,Inferred
645,TGG_1885,nfe,-0.0125097,-0.0275682,0.0214013,-0.00579211,0.0130432,-0.0189841,0.0118618,-0.0355658,0.00968352,0.0112627,Inferred
646,TGG_1886,nfe,-0.0128179,-0.0272842,0.0202354,-0.00509602,0.0133999,-0.0247345,0.0122071,-0.0328359,0.0115337,0.00508143,Inferred
647,TGG_1890,nfe,-0.0129806,-0.0284763,0.0201702,-0.00798626,0.0126465,-0.021765,0.0105659,-0.0381434,0.0144871,0.00825798,Inferred
648,TGG_1893,nfe,-0.0114661,-0.0314998,0.00466844,-0.00089518,0.0247815,0.0164307,0.0106172,-0.0254969,0.0116831,0.00553861,Inferred
649,TGG_1900,nfe,-0.0132019,-0.0271154,0.0332262,-0.0130333,0.0123789,-0.0633529,0.0103685,-0.0310234,0.00292087,-0.0260703,Inferred
650,TGG_1901,nfe,-0.012845,-0.0272092,0.0286118,-0.00846653,0.0128418,-0.0540204,0.00744961,-0.0323433,0.00522606,-0.0213668,Inferred
651,TGG_1902,nfe,-0.013325,-0.0276805,0.0355952,-0.0151027,0.0052186,-0.051663,0.00968941,-0.0314628,0.0114926,-0.00497102,Inferred
652,TGG_1907,nfe,-0.0121147,-0.0308264,0.00372646,0.000548157,0.0217385,0.0198565,-0.000594173,-0.010498,0.00141298,-0.00712139,Inferred
653,TGG_1913,nfe,-0.0117037,-0.0304934,0.00366327,0.000919961,0.0270322,0.0217036,0.000665375,-0.0135884,0.00428694,-0.012874,Inferred
654,TGG_1914,sas,-0.0152175,0.000520016,0.0193087,-0.0573966,-0.090031,0.0227618,-0.00661077,-0.00126168,-0.00860229,-0.000572242,Inferred
655,TGG_1915,sas,-0.0148827,-0.00256615,0.0246652,-0.0512518,-0.0829207,0.026861,-0.00197438,-0.00570182,-0.00493008,0.000569129,Inferred
656,TGG_1919,sas,-0.0120226,-0.00942422,-0.0395673,-0.0214615,-0.0178111,-0.00695473,-0.00684498,0.00445935,-0.00497232,-0.00708285,Inferred
657,TGG_1922,sas,-0.0119088,-0.0112006,-0.0373744,-0.0194858,-0.0229281,-0.00687357,-0.0062197,0.00925655,0.00322109,-0.00676684,Inferred
658,TGG_1924,sas,-0.0118866,-0.0119551,-0.0357712,-0.0209857,-0.0181146,-0.00759733,-0.00996257,0.00460755,-0.00101713,-0.00774367,Inferred
659,TGG_1926,sas,-0.0123365,-0.0108404,-0.0389885,-0.0225225,-0.0233734,-0.0114767,0.00322713,0.00046833,0.0027932,0.0118319,Inferred
660,TGG_1932,sas,-0.0121783,-0.0109748,-0.0365146,-0.0189033,-0.0198701,-0.00626131,-0.00769634,0.00708438,-0.00384678,-0.00452368,Inferred
661,TGG_1934,sas,-0.0118699,-0.0116912,-0.0355321,-0.0196878,-0.0209549,-0.00516604,-0.00417406,0.00937394,0.00113047,-0.00487811,Inferred
662,TGG_1936,sas,-0.0126119,-0.0100098,-0.0375565,-0.0170303,-0.0187599,-0.00573476,-0.00679191,0.00581806,-0.00490732,-0.0142813,Inferred
